file_name,difficulty_score
001,0.17472448076730937
002,0.18584445261622765
003,0.20476782519665812
004,0.17605939254963943
005,0.148737625026465
006,0.14602237145681474
007,0.14744760490496536
008,0.14740274195105876
009,0.1440174120821606
010,0.14518578850849753
011,0.16108824972188537
012,0.1632946235509985
013,0.153908092511625
014,0.15622097057621298
015,0.15410021311988312
016,0.15886172082977476
017,0.15991540782882455
018,0.16117999726312587
019,0.15562547571725335
020,0.1646953981976561
021,0.15154841461487636
022,0.15334751035420421
023,0.14265478716306143
024,0.1511104634418867
025,0.14245389656001317
026,0.17971867461262878
027,0.1912425727935976
028,0.17924895735591131
029,0.1552569652545208
030,0.16641666666666663
031,0.19891759376749132
032,0.17179446921322375
