file_name,difficulty_score
001,0.14357559436786627
002,0.14802800014203854
003,0.14937577449607703
004,0.15134784960235867
005,0.13961018333333328
006,0.1428538888338528
007,0.14481896679339146
008,0.1584658650220341
009,0.16308625511182606
010,0.18371219529884983
011,0.14465633903440478
012,0.15141666666666673
013,0.15200243519761447
014,0.1960548143899907
015,0.19438946268027912
016,0.1820893921541382
017,0.21240683028047716
018,0.1394166666666666
019,0.1511118221329313
020,0.14072164193579315
021,0.21501976040201987
022,0.1529180306616572
023,0.17491526743155542
024,0.17106695484552256
025,0.1636728600209984
026,0.14265981908624956
027,0.14218213797497262
028,0.15591112372790386
029,0.14242480793184775
030,0.14985664527402492
031,0.16351097411868945
032,0.15221728609118837
033,0.14179773165853815
034,0.1406999560802081
