file_name,difficulty_score
001,0.19226487684793814
002,0.1692427780893575
003,0.19730965439151726
004,0.16418386891004624
005,0.15984759371834148
006,0.1586604300976017
007,0.1394166666666666
008,0.1405786327789528
009,0.1529787150103199
010,0.15677223792926778
011,0.1588963557186259
012,0.14517032602434476
013,0.15205808303332177
014,0.14459030436129916
015,0.14129153748477333
016,0.14284191522664286
017,0.1674231722430631
018,0.18067340318388272
019,0.1729960808683176
020,0.1583670366666667
021,0.16609939466518622
022,0.15286002176576088
023,0.1394166666666666
024,0.14127384682524577
025,0.1391974563227971
026,0.14017863749287163
027,0.16070525733990063
028,0.18098752252617803
029,0.16551579501135757
030,0.16534275983317234
031,0.15581304612961297
032,0.14080769389724324
