file_name,difficulty_score
001,0.2613126401524834
002,0.34338801213252035
003,0.15453087140236466
004,0.15647515144182989
005,0.17309925669828363
006,0.18828794782876068
007,0.17875215070982542
008,0.17262858493399244
009,0.15829083053178142
010,0.1602594186007004
011,0.16383937021894002
012,0.1610353083963279
013,0.1642171545201809
014,0.16091390413324466
015,0.14941666666666664
016,0.15169693825733407
017,0.15671689207014025
018,0.15571184740799257
019,0.17045451591545568
020,0.19495276005436948
021,0.2195027511831503
022,0.17493486718097226
023,0.15350621772042441
024,0.14252008921037032
025,0.15041666666666667
026,0.15188850907161133
027,0.14085923990225765
028,0.16731807707550259
029,0.19948263119494458
030,0.1687313215188728
031,0.16543082727203814
032,0.1766868865955198
