file_name,difficulty_score
001,0.16969080789224952
002,0.15141666666666664
003,0.14375611167470242
004,0.18806281232536948
005,0.1650621712272976
006,0.18597695593737404
007,0.16477809729248363
008,0.2239491772338463
009,0.2147783848701218
010,0.2248981068407376
011,0.17716919688911592
012,0.19437746348677887
013,0.23551009073156906
014,0.24290373691876457
015,0.3742336795614151
016,0.2664901451659433
017,0.24845132374133902
018,0.175018312977314
019,0.24089233740567742
020,0.16052658475688034
021,0.16333837296019563
022,0.16141666666666662
023,0.1588502939521019
024,0.1621612067944641
025,0.1394166666666666
026,0.1666246357638972
027,0.20245797090062392
028,0.16626597258080325
029,0.15986312496076902
030,0.16547088801373944
031,0.14185125721324418
032,0.14243434222826706
033,0.14019081455113083
034,0.4406028131472137
035,0.7383861487544738
036,0.7557985035417937
037,1.03479912799401
038,0.21385117511595528
039,0.1684886438809925
040,0.15641666666666665
