file_name,difficulty_score
001,0.16089150126023943
002,0.2162244735434511
003,0.14984018164289453
004,0.4985256409249665
005,0.20044524385344883
006,1.3328133079409576
007,0.19241666666666665
008,0.16341666666666668
009,0.17541666666666667
010,0.15641666666666673
011,0.15641666666666673
012,0.16050036380525676
013,0.18485644532785547
014,0.17926679970102125
015,0.19179161403392977
016,0.2057322473581172
017,0.16141666666666665
018,0.16441666666666666
019,0.21314817062113053
020,0.18384892359474336
021,0.19017572203635388
022,0.19943471963795154
023,0.1920696856862815
024,0.11219571043191094
025,0.1856283720310367
026,0.17232637837397569
027,0.14941666666666664
028,0.1394166666666666
029,0.1394166666666666
030,0.14441666666666667
031,0.20146422735327643
032,0.17305846787035548
033,0.1727522529083282
034,0.15922079100653874
