file_name,difficulty_score
001,0.1394166666666666
002,0.1394166666666666
003,0.1394166666666666
004,0.1394166666666666
005,0.1394166666666666
006,0.1394166666666666
007,0.1394166666666666
008,0.1394166666666666
009,0.1394166666666666
010,0.1394166666666666
011,0.1394166666666666
012,0.1394166666666666
013,0.1394166666666666
014,0.1394166666666666
015,0.1394166666666666
016,0.1394166666666666
017,0.1394166666666666
018,0.1394166666666666
019,0.1394166666666666
020,0.1394166666666666
021,0.1394166666666666
022,0.1394166666666666
023,0.1394166666666666
024,0.1394166666666666
025,0.1394166666666666
026,0.1394166666666666
027,0.1394166666666666
028,0.1394166666666666
029,0.1394166666666666
030,0.1394166666666666
031,0.1394166666666666
032,0.1394166666666666
