file_name,difficulty_score
001,0.1394166666666666
002,0.13994198427856935
003,0.14244197190462926
004,0.15452552739509498
005,0.1465328464400478
006,0.17230559758200711
007,0.14611266928835273
008,0.14009422613865982
009,0.14232139314481015
010,0.1638309766929574
011,0.1744074177421677
012,0.16643073264617936
013,0.1398948004973671
014,0.14326678596266662
015,0.14307733982945484
016,0.14250412682546007
017,0.14099506405551548
018,0.14116776481928864
019,0.1427457897930335
020,0.1530861353856187
021,0.14149847272901228
022,0.1422368401768922
023,0.1394166666666666
024,0.148853345
025,0.1394166666666666
026,0.1494317170991152
027,0.150384358278521
028,0.14085784707037277
029,0.1394166666666666
030,0.14201545503009755
031,0.14680045046512089
032,0.14071265373510553
