file_name,difficulty_score
001,0.18313915552076918
002,0.27361074944239516
003,0.1394166666666666
004,0.14193822283121738
005,0.1438901418867266
006,0.14565177970513798
007,0.1940490993601314
008,0.1580780276291968
009,0.1619469010479002
010,0.16544646529092433
011,0.15741633463194046
012,0.1569698074251714
013,0.16289752862550266
014,0.14974204185895823
015,0.14298416585330107
016,0.15054551601610333
017,0.1433438218981707
018,0.1416488678243339
019,0.16302912093919306
020,0.14311153729432796
021,0.14179604672369206
022,0.141936856415858
023,0.1398862600282609
024,0.14062157648419596
025,0.14067655522270203
026,0.14161768873345476
027,0.14160610768341803
028,0.16089746925354445
029,0.16623765450895037
030,0.17241666666666658
031,0.1570264200705549
