file_name,difficulty_score
001,0.1543249137224409
002,0.14375948853800977
003,0.14539999461264191
004,0.14777716774305538
005,0.15073645113171233
006,0.14036772698718633
007,0.14310990026434556
008,0.1448571049777901
009,0.1464208166820454
010,0.1394166666666666
011,0.1394166666666666
012,0.14057305234253636
013,0.14156405643982028
014,0.15234941803223043
015,0.15444328881166278
016,0.18612840882162837
017,0.14512878044390623
018,0.2117613662148452
019,0.15063526008135197
020,0.14078358003707817
021,0.14918105827026426
022,0.2101787752978793
023,0.15247815355920222
024,0.19041666666666665
025,0.19527190242000378
026,0.20098572439063309
027,0.1394166666666666
028,0.1410682559560066
029,0.17778350098019155
030,0.1531967627978576
031,0.14202830248511103
032,0.1394166666666666
