file_name,difficulty_score
001,0.17517869652458892
002,0.17426804388011194
003,0.1394166666666666
004,0.15657038334122103
005,0.1394166666666666
006,0.1411489123547768
007,0.1421954390725737
008,0.14378378654321738
009,0.14531226469679925
010,0.1709107298116267
011,0.14641666666666664
012,0.1394166666666666
013,0.14941666666666664
014,0.1394166666666666
015,0.14541666666666664
016,0.14941666666666667
017,0.15041666666666667
018,0.15817941380963238
019,0.1394166666666666
020,0.1394166666666666
021,0.1394166666666666
022,0.17741666666666675
023,0.15341666666666665
024,0.15554457431441301
025,0.15662856367359032
026,0.1474166666666666
027,0.14941666666666664
028,0.1394166666666666
029,0.14361383880977543
030,0.17585963827245157
031,0.17443591584692877
032,0.19272114646293134
033,0.18878369410996898
034,0.16940385997800855
035,0.1394166666666666
036,0.13972273025678758
037,0.1394166666666666
038,0.1394166666666666
039,0.1411898478357356
040,0.14162629394201326
041,0.14198262692638502
