file_name,difficulty_score
001,0.17414548052409096
002,0.17351602438699465
003,0.17741666666666664
004,0.18048893908424013
005,0.16541666666666666
006,0.15041666666666673
007,0.16241666666666668
008,0.14941666666666664
009,0.1437054548619224
010,0.17225560581243884
011,0.15641666666666665
012,0.16941666666666666
013,0.17285901886384267
014,0.19228903127863295
015,0.1684166666666667
016,0.14041666666666663
017,0.16741666666666674
018,0.17741666666666664
019,0.16465588409530948
020,0.16541666666666666
021,0.16741666666666674
022,0.15841666666666668
023,0.171874519168455
024,0.16077187063378762
025,0.15741666666666668
026,0.15665085387281477
027,0.16828853391324047
028,0.1394166666666666
029,0.14278478805449316
030,0.15508245311606136
031,0.1416835094736066
032,0.16421941342785482
033,0.16959060493466013
034,0.171801180545442
035,0.1515974008212541
036,0.18149413445539572
037,0.17841666666666675
038,0.16193166370589163
039,0.1697228604318833
040,0.17257747727873288
