file_name,difficulty_score
001,0.1394166666666666
002,0.1394166666666666
003,0.1394166666666666
004,0.1394166666666666
005,0.1394166666666666
006,0.14137211015938228
007,0.15504270996586522
008,0.1597285310349898
009,0.17104619398981172
010,0.17453115126801313
011,0.1840577050919179
012,0.19091961051913922
013,0.20136430985299614
014,0.1449478893902958
015,0.15180261775072268
016,0.2139787314554271
017,0.23249318161268592
018,0.15384734585535476
019,0.1641083215608576
020,0.15705219111498012
021,0.15231630346277464
022,0.19462993214641564
023,0.17198654675429004
024,0.19018960324981551
025,0.14732646109853237
026,0.14235338175855633
027,0.1388373958333333
028,0.14197886301499882
029,0.15284039765277405
030,0.14121534439468397
031,0.14064558528361737
032,0.1416770023121302
033,0.14155198600975236
