file_name,difficulty_score
001,0.19027890068770326
002,0.1739094686347732
003,0.2213874498994466
004,0.21776557496176885
005,0.1489837902117638
006,0.13979789729676775
007,0.14079022537624059
008,0.1435919571524961
009,0.17085105493490058
010,0.18350577714327046
011,0.14374937743824695
012,0.1446806867121089
013,0.15002429428819253
014,0.1394166666666666
015,0.14139829476958937
016,0.15289127262910288
017,0.14403807021203535
018,0.1415991408054582
019,0.1430558229603339
020,0.14002263418515715
021,0.14070117281901223
022,0.141520271440927
023,0.14186868805579278
024,0.15257714977257017
025,0.14110721252789893
026,0.29186112315921214
027,0.1416132197772196
028,0.14237054189471765
029,0.1394166666666666
030,0.1394166666666666
031,0.14031760422608935
032,0.1527332517569876
033,0.16043832701238261
